clean_tweet,tweet_translated,polarity,sentimen
rekening akhir akhir banyak keluh motor brebet mogok ing jatim sawise isi pertalite duga amarga kualitas bbm sing ganggu mungkin campur etanol utawa kontaminasi liyane pertamina investigasi uji lab sampel saran ganti pertamax cek bengkel,"final final account, lots of complaints about motorbikes breaking down in east java sawise, pertalite contents, suspected amarga, the fuel quality is disturbing, maybe it's mixed with ethanol or other contamination, pertamina, investigation, sample lab test, suggestions for replacing pertamax, check the workshop",-0.1300925925925926,negative
bahlil sindir spbu swasta soal polemik etanol jangan paksa hendak banyak negara pakai campur e dapat update kabar baru bangbara cukup gabung lalu salur whatsapp klik gabung sini,"bahlil quipped at private gas stations regarding the ethanol polemic, don't force it, many countries want to use mixtures, and you can get updates on new news, just join then whatsapp channel, click join here",0.21212121212121213,positive
tanggal oktober selamat hari brebet nasional jadi suatu tanya bbm campur etanol misah campur tiga satu cinta dua pertamina tidak juru kunci solusi rakyat teriak kemarin kabur,"october, happy national brebet day, so there's a question about fuel mixed with ethanol, misah, mix three, one love, two, pertamina is not the caretaker for the solution, the people shouted yesterday they ran away",0.43333333333333335,positive
campur etanol e pertalite mulai tuju kurang impor bbm dorong produksi bioetanol lokal tebu tekan emisi karbon sesuai riset global as brasil sukses terap e ganggu mesin modern post kurang utama kandung,"mix ethanol and pertalite, start aiming to reduce fuel imports, encourage local bioethanol production, sugar cane, reduce carbon emissions according to global research, us brazil is successful in implementing and disrupting modern engines, post less main content",0.15833333333333333,positive
sama campur etanol tidak sih,is it the same as mixing with ethanol?,0.0,neutral
mungkin besar meme viral sindir bijak bahlil lahadalia soal campur etanol pertalite bikin banyak motor mogok air campur gambar bahlil china seperti edit salah identifikasi berita kini tunjuk sibuk,"there's a big possibility that the viral meme, bahlil lahadalia's wise satire, about mixing pertalite ethanol, makes a lot of motorbikes break down, water mixed with pictures of bahlil china, like editing, wrong identification, news now shows busy",0.024074074074074067,positive
mungkin beberapa tangki penyimpananya bocor jadi bikin tangki lembab bensin pertamina punya campur etanol sifat higroskopis serap air jadi kadar air tinggi bahan bakar buat kendara mbrebet,maybe some of the storage tanks are leaking so it makes the tank damp. pertamina gasoline is mixed with ethanol. hygroscopic properties absorb water so the water content is high. the fuel for driving is messy.,-0.013333333333333336,negative
bahlil lahadalia ungkap bijak bensin campur etanol penuh rencana kurang impor bbm,bahlil lahadalia said wisely petrol mixed with ethanol is full of plans to reduce fuel imports,0.3499999999999999,positive
aku ket sadar wong ramai perkara bensine dikei campur etanol jambu aku ket taun wing kerja green terus mana etanol e,i realized that there was a lot of people talking about gasoline being mixed with guava ethanol.,0.0,neutral
masalah motor mbrebet surabaya banyak lapor isi pertalite duga sebab kualitas bbm masalah mungkin campur etanol kontaminasi pertamina sedang investigasi siap ganti rugi bukti saran coba ganti pertamax ganti busi filter,"surabaya mbrebet motorbike problems, lots of reports of pertalite contents, suspected because of fuel quality, the problem may be mixed with ethanol, contamination, pertamina is currently investigating, ready to compensate, evidence, suggestions, try replacing pertamax, replace filter spark plugs",0.06666666666666667,positive
bahlil tegas spbu swasta jangan paksa soal campur etanol bbm lewat news,bahlil emphasized that private gas stations should not force the matter of mixing ethanol with fuel via the news,0.0,neutral
baik coba tanya kait mungkin pakai etanol dampak ekosistem otomotif indonesia hingga update harga etanol industri campur bahan bakar jawab,"ok, try asking, maybe using ethanol on the impact of the indonesian automotive ecosystem and updating the price of industrial ethanol mixed with fuel, answer",0.25,positive
india amerika serikat pakai campur etanol bensin indonesia coba dong,"india, the united states uses ethanol mixed with indonesian petrol, try it, please",0.0,neutral
teter esdm bahlil bahas blending bbm etanol bukan sekadar campur sabtu buzz,"teter esdm bahlil discussed blending ethanol fuel, not just mixing saturday buzz",0.0,neutral
dasar lapor berita kini kompas detik oktober isu memang ramai jatim lamongan tuban bojonegoro ratus motor brebet mogok usai isi pertalite gejala tari berat busi mati duga bau bbm aneh mungkin campur etanol,"basis for reporting news now kompas second october the issue is really busy east java lamongan tuban bojonegoro hundreds of motorbikes broke down after filling pertalite, heavy dance symptoms, spark plugs died, i suspect the fuel smell is strange, maybe it's mixed with ethanol",-0.05092592592592593,negative
kalau arti etanol cuma cocok buat kendara desain pakai oktan atas bikin atur kecuali meski pertalite tetap fosil campur bioetanol kalau benar mau pihak demografi mayoritas,"if the meaning is that ethanol is only suitable for driving, the design uses high octane to regulate it, except that pertalite is still fossil fuel mixed with bioethanol if it is true that the majority demographic wants it.",0.21,positive
tidak campur etanol kan,"don't mix ethanol, right?",0.2857142857142857,positive
betul khawatir soal kompatibilitas kendara campur bbm etanol memang sering muncul utama kendara lama mobil mobil indonesia kompatibel kandung etanol hingga persen loh bukan klaim kosong dasar,"i'm really worried about the compatibility of vehicles mixed with ethanol fuel. it's true that old vehicles in indonesian cars are compatible with up to a percent ethanol content, you know, that's not a basic empty claim.",0.09166666666666667,positive
bukan masalah etanol tidak perintah tidak sesuai janji swasta minta base fuel beri campur,"it's not a problem with ethanol, no orders don't comply with promises, the private sector asks for base fuel to be mixed",-0.26666666666666666,negative
jadi masalah banyak kendara sini tidak kompatibel campur bbm etanol utama kendara lama kalau omong eropa amerika sih sana tidak banyak kenfaraan lama edar rata kendara sana kompatibel bahan bakar bbm etanol,"so the problem is that many vehicles here are not compatible with ethanol fuel mixtures, especially old vehicles, if we are talking about europe and america, there are not many old vehicles in circulation, the average vehicle there is compatible with ethanol fuel.",0.07999999999999999,positive
bob azam wakil presiden direktur toyota motor manufacturing indonesia campur etanol persen bbm tidak perlu debat bbm indonesia persentase etanol lebih tinggi kalau bensin kan tambang produksi,bob azam vice president director toyota motor manufacturing indonesia mixes ethanol fuel percentage no need to debate indonesian fuel ethanol percentage is higher if petrol is mine production,0.25,positive
negara agraris lebih lanjut bob azam tegas bijak campur etanol bukan bicara soal siap kendara soal dampak lingkung tahan energi nasional guna bahan bakar basis etanol dapat hasil tanam,"agrarian countries further bob azam is firm about being wise in mixing ethanol, not talking about being ready to drive, about environmental impacts, national energy security, using ethanol-based fuel to get crops",0.175,positive
campur etanol tinggi serap uap air musim hujan jadi bawah tangki motor isi air makanya brebet,"the high ethanol mixture absorbs water vapor in the rainy season, so the bottom of the motorbike tank is filled with water, so it sucks",0.08666666666666668,positive
thailand laju jauh transisi energi bukan biofuel kendara darat masuk bahan bakar pesawat hijau saf indonesia baru mulai dorong campur etanol bbm masih jebak debat dasar,"thailand has a long way to go in terms of energy transition, not biofuel, land vehicles are entering green aircraft fuel, saf, indonesia is just starting to encourage mixed fuel ethanol, still trapped in basic debates",-0.075,negative
khawatir campur etanol bbm buat mesin cepat korosif benar lebih banyak asal opini besar besar isu kerap kipas kipas gelintir pihak picu takut publik olah semua kendara rusak,i'm worried that mixing ethanol fuel will make the engine corrosive quickly. it's true that there's more to say than big opinions. the issue of fans often shaking triggers people's fear that all vehicles are damaged.,0.2833333333333333,positive
motor kok brebet semua campur etanol,why does the motorbike suck when it's all mixed with ethanol?,0.0,neutral
jangan lewat isu bbm etanol tengah ramai bicara padahal bahan bakar campur etanol guna kendara indonesia kenapa jadi polemik apa tantang fakta lapang temu jawab primetime news metro tv sama mars ega,don't ignore the issue of ethanol fuel. there's a lot of talk even though fuel mixed with ethanol is used for indonesian vehicles. why is it a polemic or a challenge to field facts? interview with primetime news metro tv and mars ega,0.0,neutral
pertamina campur etanol mbrebet padahal tahun harap campur etanole jadi,"pertamina mixes ethanol, it's slow, even though it was expected to mix ethanol to make it last year",-0.13333333333333333,negative
pakar umsida etanol aman jadi campur bahan bakar kendara kadar persen,ethanol umsida expert is safe to mix with motor fuel at percent levels,0.5,positive
menteri esdm bahlil lahadalia bilang perintah bakal terapin kalau bensin campur etanol e tahun pihak bakal kirim tim brasil buat ajar kembang bioetanol,"minister of energy and mineral resources bahlil lahadalia said that the order will be implemented if gasoline is mixed with ethanol. in this year, the party will send a brazilian team to teach the development of bioethanol.",0.0,neutral
pantek kali tengok atur bahan bakar sekarang beli petasol anjing bisa bobrok lama lama pakai campur etanol,it's important to look at fuel management now. buy petasol. dogs can get damaged after a long time using a mixture of ethanol,0.17500000000000002,positive
padahal ethanol digawe campur sial puluh tahun neng an bio pertalite bio premium bio solar busuk semua subsidi tas saiki ngumumno te kerja lucu kamu tuku bensin pertalite pertamax cekelen duliten kan nyes koyok sono alkohol e yoiku campur etanol,"even though ethanol is mixed with it, it's bad luck for decades, bio pertalite, bio premium, bio diesel, rotten, all the subsidy bags saiki announces it's funny, you work, petrol, pertalite, pertamax, it's really annoying, it sucks, sono alcohol, you mix it with ethanol",-0.31,negative
tidak takut fakta ilmiah pertalite etanol campur fisik bukan reaksi kimia bikin unsur baru etanol bisa tarik air udara tidak langsung bentuk h o campur kalau mau simulasi sederhana coba cek jurnal kimia tes lab,"don't be afraid of the scientific facts about pertalite ethanol, a physical mixture, not a chemical reaction, makes a new element, ethanol can attract water, air, indirectly forms a h o mix, if you want a simple simulation, try checking the chemistry journal, lab tests",-0.1159090909090909,negative
reaksi kimia pertalite hidrokarbon sih h etanol sih h campur fisik bukan reaksi langsung bakar mesin etanol sih h o cowok h o hidrokarbon sih h o cowok h o hasil h o bisa sebab korosi,"the chemical reaction of pertalite hydrocarbons is h ethanol h o h is a physical mixture, not a direct reaction, it burns the ethanol engine h o guys h o hydrocarbons h o guys h o results h o can cause corrosion",-0.025,negative
pertalite hidrokarbon etanol tidak hasil reaksi kimia bentuk unsur baru campur fisik bukan reaksi tidak unsur kimia baru h o langsung bentuk campur etanol justru tarik air udara bisa picu korosi,"pertalite hydrocarbon ethanol is not the result of a chemical reaction, forms a new element, physical mixture, not a reaction, no new chemical element, h o directly forms a mixture of ethanol, actually attracts water, air can trigger corrosion",0.03363636363636364,positive
pertalite campur hidrokarbon etanol sih h campur biofuel oktan lebih tinggi kurang emisi etanol higroskopis tarik air bisa picu korosi air tumpuk resmi pertamina bilang pertalite tidak campur etanol sumber pertamina oktober versi,"pertalite mixes hydrocarbon ethanol, h mixes higher octane biofuel, less hygroscopic ethanol emissions, attracts water, can trigger corrosion of stacked water, pertamina official says pertalite doesn't mix ethanol, pertamina source october version",0.04166666666666667,positive
jelas jangan hitung sisa ilmu ekonomi terus jangan campur etanol pertalite bisa sebab mesin korosi campur kandung h o air sperma sedikit bisa buah telur,"obviously don't count the remaining economics and don't mix with ethanol, pertalite, it can cause engine corrosion, mixing the bladder, a little sperm water, can cause eggs",-0.09375,negative
direktur utama pertamina patra niaga mars ega legowaputra tegas campur etanol bahan bakar minyak bbm dapat kurang emisi karbon kurang gantung energi fosil,president director of pertamina patra niaga mars ega legowaputra firmly mixes ethanol with fuel oil and fuel can reduce carbon emissions and reduce dependence on fossil energy,-0.2,negative
siram pakai campur etanol,flush with a mixture of ethanol,0.0,neutral
khawatir bisa paham mandatori e memang perlu siap matang tidak timbul beban baru capai campur indonesia butuh pasok etanol besar tara konsumsi bensin nasional produksi negeri siap impor etanol,"i'm worried about being able to understand mandatory e. you really need to be prepared to not create new burdens to achieve mixing. indonesia needs a large supply of ethanol, including national gasoline consumption, domestic production, ready to import ethanol",0.20844155844155843,positive
pt csi tegas produk kompatibel bbm campur etanol,pt csi is firm that its products are compatible with fuel mixed with ethanol,-0.1,negative
indonesia amp brasil resmi sepakat kembang bahan bakar etanol ramah lingkung mou ditandatangani istana merdeka presiden prabowo amp presiden lula silva campur e etanol mulai naik tahap e kurang impor bbm amp polusi naik,"indonesia and brazil officially agree to develop environmentally friendly ethanol fuel. mou signed by president prabowo's independence palace and president lula silva. ethanol mixture starts to increase, reducing fuel imports and pollution increases",0.375,positive
rencana terap e bisa jadi langkah strategis tekan impor bensin emisi capai campur indonesia butuh pasok etanol besar tara konsumsi bensin nasional produksi domestik siap impor etanol justru bisa,"e implementation plan could be a strategic step to reduce gasoline imports, emissions to mix, indonesia needs a large ethanol supply, national gasoline consumption, domestic production is ready to import ethanol, it can actually",0.10357142857142856,positive
campur etanol berapa persen kakak,"mix in what percentage of ethanol, bro",0.0,neutral
menteri energi sumber daya mineral esdm bahlil lahadalia tegas perintah wajib guna bahan bakar minyak bbm campur etanol besar persen bioetanol persen e mulai,minister of energy and mineral resources esdm bahlil lahadalia firmly orders mandatory use of fuel oil mixed with large ethanol percent bioethanol percent e starting,0.0035714285714285657,positive
menteri energi sumber daya mineral esdm bahlil lahadalia tegas perintah wajib guna bahan bakar minyak bbm campur etanol besar bioetanol e mulai bijak sebut kata bahlil rupa langkah strategis,"minister of energy, mineral resources, esdm, bahlil lahadalia, firmly orders the mandatory use of fuel oil mixed with large ethanol, bioethanol, starting to be wise, calling bahlil's words a form of strategic step",0.14285714285714285,positive
mesin mesin lama rancang bahan bakar campur etanol akibat tari mesin asa lebih berat konsumsi bbm malah tingkat sistem bahan bakar bisa lebih cepat kotor karat,older engines are designed with ethanol-mixed fuel because engine fuel consumption is heavier because the fuel system level can get dirty more quickly.,0.09999999999999999,positive
terap bbm campur etanol persen bahlil kirim tim brasil,apply fuel mixed with ethanol percent and send the brazilian team,0.0,neutral
bioetanol gadang gadang jadi solusi energi hijau efektif menteri esdm bahlil lahadalia umum guna bensin campur bioetanol e wajib nasional mulai tahun,bioethanol gadang gadang becomes an effective green energy solution minister of energy and mineral resources bahlil lahadalia general use of gasoline mixed with bioethanol e is mandatory nationally starting in,0.09,positive
menteri energi sumber daya mineral esdm bahlil lahadalia pasti terap mandatori campur etanol persen e bahan bakar minyak bbm mulai mandatori bangun bensin e e ujar bahlil,"minister of energy, mineral resources, esdm, bahlil lahadalia, of course, mandatory application of mixing ethanol percent e fuel oil, fuel starting to be mandatory to build petrol e e said bahlil",0.0,neutral
bukan soal campur etanol persen duga alas bp shell enggan beli bbm pertamina jawa pos,"it's not about mixing percent ethanol, i suspect bp shell is reluctant to buy pertamina jawa pos fuel",0.0,neutral
goblog cari tahu cela negara maju eroapa amp amerika etanol pakai campur bbm bagi green energi,goblog find out what's wrong with developed countries in europe and america using ethanol as a fuel mixture for green energy,-0.20000000000000004,negative
begini harga etanol bakal jadi campur bbm indonesia,this is how the price of ethanol will be mixed with indonesian fuel,0.0,neutral
ciri goreng etanol pertamax oplos bumbu pertalite campur gosong,characteristics of fried ethanol pertamax mixed with burnt mixed pertalite seasoning,0.0,neutral
rencana pertamina hadir bahan bakar minyak bbm campur etanol persen e tampak sambut positif jumlah produsen sepeda motor indonesia salah satu datang tvs motor indonesia baca lengkap,"pertamina's plan to present fuel oil mixed with ethanol percent e seems to be welcomed positively by the number of indonesian motorbike manufacturers, one of which is coming indonesian motorbike tvs read in full",0.14431818181818182,positive
rencana pertamina hadir bbm campur etanol persen e sambut positif jumlah produsen sepeda motor indonesia salah satu datang tvs motor indonesia baca lengkap,"pertamina's plan to present fuel mixed with ethanol percent e welcomes positively the number of indonesian motorbike manufacturers, one of which is coming to indonesian motorbike tvs read in full",0.14431818181818182,positive
full etanol bos tidak usah campur bagaimana sorgum potensial loh duren sama nangka amonia bisa kali buat campur elpiji,"full ethanol boss, no need to mix how potential sorghum is, durian and jackfruit, ammonia can be mixed with lpg",0.11666666666666665,positive
campur bbm nilai tidak efisien risiko rusak,mixing fuel with inefficient values ​​risks damage,0.0,neutral
harga etanol murni campur bbm kira rp ribu liter perintah rencana guna e mulai mandiri energi,the price of pure ethanol mixed with fuel is around idr thousand liters of plan orders to start being energy independent,0.07142857142857142,positive
harga etanol murni konsentrasi persen punya nilai jual rp ribu liter etanol campur bbm persen e tambah ongkos bensin sekira rp,the price of pure ethanol percent concentration has a selling value of idr thousand liters of ethanol mixed with fuel percent e plus the cost of petrol is around idr,0.10714285714285714,positive
apa tidak pilih kalau ujung impor ethanol impor bahan baku produksi lokal kurang kenapa tidak fokus bikin bbm sendiri kilang up kan bagaimana dapat kalian,"why don't you choose, if the end point is ethanol imports, imports of locally produced raw materials are lacking, why not focus on making your own fuel, how can you do that?",0.12307692307692307,positive
begini harga etanol bakal jadi campur bbm indonesia,this is how the price of ethanol will be mixed with indonesian fuel,0.0,neutral
belum shall jual bensin tidak pakai etanol kok performa mesin sangat bagus pertamina guna campur etanol performa mesin jelek kepala masyarakat alas,"not yet shall we sell petrol and don't use ethanol, how come the engine performance is so good, pertamina uses ethanol mixed with the engine performance is bad, alas, the community heads",-0.09999999999999998,negative
cie bbmnya murni campur etanol lapor rakyat lapor disertasi joki sih bodoh,"cie fuel is pure mixed with ethanol, people report that jockey's dissertation is stupid",-0.1952380952380952,negative
benar beberapa jenis bbm bensin indonesia pertamax green pertamina kandung etanol hingga aditif tingkat oktan kurang emisi baru baru campur etanol base fuel picu kontroversi spbu swasta,"it's true that several types of indonesian petrol, pertamax green pertamina, contain ethanol to additives, low octane levels, low emissions, just mix with ethanol base fuel, sparking controversy at private gas stations",-0.09285714285714287,negative
rasa campur etanol bikin tambah boros motor motor mesin jadi asa tidak enak ironis,"the taste mixed with ethanol makes the motorbike's engine more wasteful, so the engine feels bad, ironic",4.163336342344337e-17,positive
perintah siap juta hektare lahan singkong campur bbm ramah lingkung,order ready for million hectares of cassava land mixed with environmentally friendly fuel,0.19166666666666665,positive
american petroleum institute kejut tarik dukung rancang undang undang luas jual bahan bakar campur etanol lebih tinggi e as alas ubah kondisi simak lengkap,american petroleum institute shock withdraw support draft broad law sell fuel mixed with higher ethanol e as base change condition see complete,-0.06458333333333334,negative
upaya perintah tekan emisi kendara dapat angin segar lewat rencana terap bahan bakar campur etanol biofuel e mulai baca lengkap,the order's efforts to reduce vehicle emissions can be a breath of fresh air through the application plan for fuel mixed with ethanol biofuel e. start reading in full,0.21666666666666665,positive
campur etanol bbm bisa turun kandung sulfur cek fakta,"mixing ethanol with fuel can reduce sulfur content, fact check",0.0,neutral
toyota pasti mobil produksi bisa pakai bensin campur etanol sejak bahkan beberapa model mampu guna campur hingga persen jalan rencana perintah terap bahan bakar e toyota pernah buat mesin bisa tenggak etanol,toyota is certain that production cars can use gasoline mixed with ethanol since some models are even capable of mixing up to a percent of the road fuel application plan. toyota has made engines that can drink ethanol.,0.13809523809523808,positive
upaya perintah tekan emisi kendara dapat angin segar lewat rencana terap bahan bakar campur etanol biofuel e mulai baca lengkap,the order's efforts to reduce vehicle emissions can be a breath of fresh air through the application plan for fuel mixed with ethanol biofuel e. start reading in full,0.21666666666666665,positive
yaaakiiinnnn tidak pakai campur etanol maret kemarin pakai logo kerang,yaaakiinnnn didn't use ethanol mixed in. last march i used a shell logo,0.0,neutral
mandatori e bahlil paling lama bisa jalan menteri energi sumber daya mineral esdm bahlil lahadalia ungkap implementasi mandatori e campur etanol bensin dapat jadi tahun kata bahlil lepas hadir rapat,"bahlil's mandatory implementation can take the longest the minister of energy, mineral resources, esdm, bahlil lahadalia said, the implementation of mandatory e-mixed gasoline with ethanol could take years, bahlil said, not attending the meeting",0.0,neutral
betul banget kata pak bahlil taat atur kamu jelas sepakat base fuel malah campur etanol cari negara sana kamu,"mr. bahlil's words are very true, obey the rules, you clearly agree that base fuel is mixed with ethanol, look for your country there",-0.06125000000000003,negative
begitu dampak campur etanol,that's the impact of the ethanol mixture,0.0,neutral
sumber detikoto,source detikoto,0.0,neutral
aman campur etanol,safe to mix with ethanol,0.5,positive
pakar itb bilang campur etanol bisa turun sulfur bbm,itb experts say mixing ethanol can reduce fuel sulfur,0.0,neutral
simak rangkai reaksi kimia campur bensin etanol jadi eletrolit sifat korosif bagi besar jenis logam,see the chemical reaction sequence of mixing ethanol gasoline into an electrolyte which has corrosive properties for most types of metal,0.5,positive
campur bensin etanol milik sifat beda bensin murni komponen bisa rusak karena,mixed with ethanol gasoline belonging to the different properties of pure gasoline components can be damaged due to,0.02232142857142857,positive
pakar itb bilang campur etanol bisa turun sulfur bbm,itb experts say mixing ethanol can reduce fuel sulfur,0.0,neutral
perintah target terap bahan bakar campur etanol e bisa jalan menteri esdm bahlil lahadalia jelas bijak masih kaji perlu bangun pabrik etanol negeri serap bahan baku singkong,"the order to apply the target for fuel mixed with ethanol can be implemented, minister of energy and mineral resources bahlil lahadalia is clearly wise, he is still studying the need to build a state ethanol factory to absorb cassava raw materials",0.15641025641025638,positive
campur etanol sis,mix the ethanol sis,0.0,neutral
menteri energi sumber daya mineral esdm tengah timbang laku bijak bahan bakar nabati campur etanol e mulai tahun,"the minister of energy, mineral resources and energy and mineral resources is considering wise practices for biofuels mixed with ethanol e starting this year",0.2333333333333333,positive
kalau etanol buat kendara bolak balik bengkel guna kendara negara negara pakai etanol mungkin teriak teriak,"if you use ethanol to drive back and forth to the repair shop for a vehicle in countries that use ethanol, you might scream",0.0,neutral
bahlil sebut campur etanol bbm laku paling cepat,bahlil said the fuel ethanol mixture sold the fastest,0.0,neutral
kendara modern indonesia produksi umum kompatibel campur etanol hingga e resiko karat signifikan esdm pabrikan toyota kendara lama motor bisa risiko korosi tangki mesin sifat higroskopis,"indonesian modern vehicles, general production, compatible, mixed with ethanol to e, significant risk of rust, esdm, toyota manufacturer, old motorbikes, there is a risk of engine tank corrosion, hygroscopic properties",0.145,positive
banyak baru tahu kalau bbm sekarang campur etanol sedikit,many people just found out that fuel is now mixed with a little ethanol,0.10416666666666667,positive
bioetanol jadi campur bbm kan masih barang baru kontroversi muncul alas takut mesin karat performa turun muncul masalah baru keluh guna kendara padahal riset itb bilang dampak sebut mitos etanol aman,"bioethanol can be mixed with fuel, it's still a new thing. controversy has arisen because of the fear of engine rust, performance will decrease. new problems have arisen, complaints about driving even though itb research says the impact of the myth is that ethanol is safe.",0.19318181818181818,positive
memang sisi baik campur etanol sisi buruk tidak semua mesin cocok pakai bensin campur sifat etanol bisa serap air kelembaban udara etanol serap air air endap dasar tangki bikin karat,"indeed, the good side of mixing ethanol is the bad side. not all engines are suitable for using mixed gasoline. the properties of ethanol can absorb water. air humidity. ethanol absorbs water. water builds up on the bottom of the tank and makes it rust.",0.13750000000000004,positive
brasil amerika uni eropa thailand filipina semua pakai bahan bakar campur etanol mesin tidak ledak ekonomi malah jalan indonesia sayang masih kurang edukasi padahal punya semua bahan baku tebu singkong limbah sawit semua,"brazil, america, the european union, thailand, the philippines, all use fuel mixed with ethanol, the engine is not booming, the economy is running, unfortunately indonesia still lacks education, even though it has all the raw materials, cassava sugar cane, palm waste, all",-0.18615384615384617,negative
akademisi itb itera soal etanol aman jadi bahan campur bbm,itb academics question whether ethanol is safe as a fuel mixture,0.5,positive
kata aman teman,safe word friend,0.5,positive
bahlil lapor prabowo bbm campur etanol e biodiesel b siap cepat,bahlil reports that prabowo's fuel mixed with ethanol and biodiesel will be ready quickly,0.17777777777777778,positive
sama kasih campur etanol,just mix it with ethanol,0.0,neutral
belakang makin marak campur etanol bensin meski ramah lingkung kadar etanol lebih bisa bikin tangki bahan bakar kotor performa mesin turun loh,"lately, it has become increasingly common to mix ethanol with petrol, even though it is environmentally friendly, higher levels of ethanol can make the fuel tank dirty, engine performance decreases, you know",-0.11499999999999999,negative
bahlil makanya pertamina campur etanol buat kurang emisi,that's why pertamina mixes ethanol to reduce emissions,0.0,neutral
campur etanol persen e bensin mulai gencar perintah buat kurang impor minyak emisi dengar hijau aman,"mix ethanol percent and gasoline, orders are starting to intensify to reduce oil imports, hear green emissions are safe",0.09999999999999999,positive
benar sulfur retinol etanol campur skincare bukan bahan bakar,"it's true that sulfur retinol ethanol is mixed with skincare, not fuel",0.175,positive
bijak bbm e jadi langkah nyata tuju mandiri energi nasional campur etanol indonesia cepat transisi tuju energi bersih ramah lingkung lanjut,"wise fuel e is a real step towards independent national energy mixed with indonesian ethanol, quickly transitioning towards further clean, environmentally friendly energy",0.24687499999999998,positive
bbm e hadir langkah cerdas tuju indonesia bebas emisi campur etanol bijak dorong energi lebih bersih efisien ramah lingkung,"bbm e is a smart step towards an emission-free indonesia, mixed with wise ethanol to encourage cleaner, more efficient, environmentally friendly energy",0.3578571428571428,positive
bbm e jadi solusi hijau generasi datang campur etanol bahan bakar bantu tekan emisi karbon kuat komitmen indonesia tuju energi bersih lanjut,"bbm e is a green solution for the next generation, mixed with ethanol as fuel to help reduce carbon emissions. indonesia's commitment to further clean energy is strong",0.09999999999999999,positive
shell guna etanol campur produk bahan bakar minyak bbm jadi amerika serikat kandung etanol produk gasoline shell shell regular unleaded bisa capai produk diesel,shell uses ethanol mixed with fuel oil products so the united states contains ethanol shell gasoline products shell regular unleaded can reach diesel products,0.0,neutral
guru besar ub campur etanol hingga persen aman kendara,ub professor mixes ethanol until the percentage is safe to drive,0.5,positive
mana bukti mesin kendara rusak campur etanol iq kamu memang berapa maa browww,"where is the evidence that the vehicle engine is damaged when mixed with ethanol, what is your iq, browww",0.0,neutral
motor tidak punya sistem lumas beda motor modern kandung etanol bbm bisa bikin lumas gagal mesin cepat aus,"motorbikes don't have a lubricating system, unlike modern motorbikes, the fuel's ethanol content can cause the engine's lubricant to fail and wear out quickly",0.011111111111111108,positive
terka bijak campur etanol bbm gasohol gasoline alcohol etanol bioethanol banyak guna campur bbm gasoline oxygenate perintah rencana terap madatori e etanol campur bensin next,guess wisely mix ethanol fuel gasohol gasoline alcohol ethanol bioethanol many uses for mixing fuel gasoline oxygenate orders for application plans madatori e ethanol mixed with gasoline next,0.3,positive
amerika uni eropa pakai etanol bahan campur bbm,"the united states, the european union, uses ethanol as a fuel mixture",0.0,neutral
pertamina dukung campur bbm etanol persen,pertamina supports blending percent ethanol fuel,0.0,neutral
belakang isu campur etanol bbm ramai banget bahas bilang solusi buat energi bersih ragu sama dampak ayo lik bareng slide ikut baca berita lengkap idn application,"behind the issue of mixing ethanol with fuel, there is a lot of discussion about the solution for clean energy. doubtful about the impact, let's look at the slide together and read the complete news on the idn application",-0.18333333333333335,negative
rahasia kualitas bensin shell shell pernah tolak beli bbm pertamina kandung etanol sejak kapan temu rahasia campur bensin arsip majalah tempo catat shell kenal istimewa shell amp shell extra bensin formula,shell petrol quality secrets shell never refused to buy pertamina fuel with ethanol content.,0.0,neutral
resin susah rata admin kalau tangki sering beberapa bagi malah gumpal epoxy kuat kok sama etanol admin campur epoxy kan thinner lebih keras etanol,"resin is hard to flatten, admin, if you often share several tanks, the epoxy clumps, how come it's strong with ethanol? admin mixes epoxy, thinner is harder than ethanol.",0.01041666666666665,positive
direktur utama pertamina simon aloysius mantiri nyata dukung penuh bijak perintah terap campur persen etanol e bahan bakar bensin mulai tahun depan langkah jalan upaya transisi energi bersih kurang emisi,"pertamina president director simon aloysius mantiri clearly fully supports the wise application order to mix percent ethanol and gasoline fuel starting next year, steps towards a transition to clean energy with less emissions",0.16666666666666666,positive
direktur utama pt pertamina persero simon aloysius mantiri nyata pertamina dukung bijak perintah kait terap campur etanol besar persen bahan bakar minyak bbm,main director of pt pertamina persero simon aloysius real mantiri pertamina supports wise orders hook application mix ethanol large percent fuel oil fuel,0.3202380952380952,positive
kuota impor baru kasih tahun depan kemarin nego soal campur etanol gagal makanya spbu swasta tidak jadi impor,"a new import quota will be given next year. yesterday, negotiations regarding the ethanol mixture failed, so private gas stations did not import",-0.09090909090909091,negative
sedih banget jadi orang indonesia beli emas buat invest malah emas nyata campur logam beli bensin campur etanol butuh semua makin naik duit masih investasi saham turun kadang anjlok banget untung sedikit kadang ngestuck,"it's really sad that indonesians buy gold to invest, instead real gold mixed with metal, buy gasoline mixed with ethanol, you need everything, the money goes up, the stock investment still goes down, sometimes it drops a lot, the profit is small, sometimes it crashes.",-0.1175925925925926,negative
move on jangan suka melintir mbak masa depan generasi muda bangsa tidak stunting cerdas sehat campur etanol kurang impor bbm hemat devisa mendayagunakan tani industri etanol negeri,"move on, don't like to twist, sis, the future of the nation's young generation, no stunting, smart, healthy, mix ethanol, reduce fuel imports, save foreign exchange, utilize farmers in the country's ethanol industry",0.13785714285714284,positive
pertamina ikut arah perintah soal campur etanol persen kandung bbm,pertamina follows the instructions regarding mixing the ethanol percent content of fuel,0.0,neutral
